Taithul = (t:beh) (w:Taithul) (e:nang bang beh? kei ~ hi ing)
Taitom = (t:beh) (w:Taitom) (e:nang bang beh? kei ~ hi ing)
Taptah = (t:beh) (w:Taptah) (e:nang bang beh? kei ~ hi ing)
Tavai = (t:beh) (w:Tavai) (e:nang bang beh? kei ~ hi ing)
Tanghau = (t:beh) (w:Tanghau) (e:nang bang beh? kei ~ hi ing)
Tangpua = (t:beh) (w:Tangpua) (e:nang bang beh? kei ~ hi ing)
Tangsan = (t:beh) (w:Tangsan) (e:nang bang beh? kei ~ hi ing)
Tawmbing = (t:beh) (w:Tawmbing) (e:nang bang beh? kei ~ hi ing)
Tawtak = (t:beh) (w:Tawtak) (e:nang bang beh? kei ~ hi ing)
Taukon = (t:beh) (w:Taukon) (e:nang bang beh? kei ~ hi ing)
Teilot = (t:beh) (w:Teilot) (e:nang bang beh? kei ~ hi ing)
Tekhrang = (t:beh) (w:Tekhrang) (e:nang bang beh? kei ~ hi ing)
Tellang = (t:beh) (w:Tellang) (e:nang bang beh? kei ~ hi ing)
Telngawk = (t:beh) (w:Telngawk) (e:nang bang beh? kei ~ hi ing)
Telsing = (t:beh) (w:Telsing) (e:nang bang beh? kei ~ hi ing)
Telthang = (t:beh) (w:Telthang) (e:nang bang beh? kei ~ hi ing)
Telvung = (t:beh) (w:Telvung) (e:nang bang beh? kei ~ hi ing)
Thanggom = (t:beh) (w:Thanggom) (e:nang bang beh? kei ~ hi ing)
Thangman = (t:beh) (w:Thangman) (e:nang bang beh? kei ~ hi ing)
Thangnawk = (t:beh) (w:Thangnawk) (e:nang bang beh? kei ~ hi ing)
Thangniang = (t:beh) (w:Thangniang) (e:nang bang beh? kei ~ hi ing)
Thamgcar = (t:beh) (w:Thamgcar) (e:nang bang beh? kei ~ hi ing)
Thangpum = (t:beh) (w:Thangpum) (e:nang bang beh? kei ~ hi ing)
Thado = (t:beh) (w:Thado) (e:nang bang beh? kei ~ hi ing)
Thangthang = (t:beh) (w:Thangthang) (e:nang bang beh? kei ~ hi ing)
Thawnpuang = (t:beh) (w:Thawnpuang) (e:nang bang beh? kei ~ hi ing)
Thawmte = (t:beh) (w:Thawmte) (e:nang bang beh? kei ~ hi ing)
Thatgui = (t:beh) (w:Thatgui) (e:nang bang beh? kei ~ hi ing)
Thatmun = (t:beh) (w:Thatmun) (e:nang bang beh? kei ~ hi ing)
Thatlang = (t:beh) (w:Thatlang) (e:nang bang beh? kei ~ hi ing)
Tonlu = (t:beh) (w:Tonlu) (e:nang bang beh? kei ~ hi ing)
Tonlun = (t:beh) (w:Tonlun) (e:nang bang beh? kei ~ hi ing)
Tonmang = (t:beh) (w:Tonmang) (e:nang bang beh? kei ~ hi ing)
Tonsing = (t:beh) (w:Tonsing) (e:nang bang beh? kei ~ hi ing)
Tongluai = (t:beh) (w:Tongluai) (e:nang bang beh? kei ~ hi ing)
Tohing = (t:beh) (w:Tohing) (e:nang bang beh? kei ~ hi ing)
Tomu = (t:beh) (w:Tomu) (e:nang bang beh? kei ~ hi ing)
Tungdim = (t:beh) (w:Tungdim) (e:nang bang beh? kei ~ hi ing)
Tunglut = (t:beh) (w:Tunglut) (e:nang bang beh? kei ~ hi ing)
Tungnung = (t:beh) (w:Tungnung) (e:nang bang beh? kei ~ hi ing)
Tungte = (t:beh) (w:Tungte) (e:nang bang beh? kei ~ hi ing)
Tuahnuam = (t:beh) (w:Tuahnuam) (e:nang bang beh? kei ~ hi ing)
Tuisuam = (t:beh) (w:Tuisuam) (e:nang bang beh? kei ~ hi ing)
Thuate = (t:beh) (w:Thuate) (e:nang bang beh? kei ~ hi ing)
Va-ek = (t:beh) (w:Va-ek) (e:nang bang beh? kei ~ hi ing)
